ID;ID_Father;Child;Tree_Level;Group_Name;Key_String
1607013;1607;AAM;2;Travel Wallet;AAWAAGAAM
1607015;1607;AAO;2;Backpack;AAWAAGAAO
1607016;1607;AAP;2;Brief case;AAWAAGAAP
1607017;1607;AAQ;2;Document bag;AAWAAGAAQ
1607018;1607;AAR;2;Travel bag;AAWAAGAAR
1610;16;AAJ;1;KIDS BAGS;AAWAAJ
1610001;1610;AAA;2;Handbag;AAWAAJAAA
1610002;1610;AAB;2;Shoulder bag;AAWAAJAAB
1610003;1610;AAC;2;Backpack;AAWAAJAAC
1611;16;AAK;1;UNISEX BAGS;AAWAAK
1611001;1611;AAA;2;Backpack;AAWAAKAAA
1611002;1611;AAB;2;Brief case;AAWAAKAAB
1611003;1611;AAC;2;Camera bag;AAWAAKAAC
1611004;1611;AAD;2;Clutch;AAWAAKAAD
1611005;1611;AAE;2;Cross Body;AAWAAKAAE
1611006;1611;AAF;2;Document bag;AAWAAKAAF
1611007;1611;AAG;2;Handbag;AAWAAKAAG
1611008;1611;AAH;2;Messenger bag;AAWAAKAAH
1611009;1611;AAI;2;Shoulder bag;AAWAAKAAI
1611010;1611;AAJ;2;Tote;AAWAAKAAJ
1611011;1611;AAK;2;Waistbag;AAWAAKAAK
1611012;1611;AAL;2;Travel bag;AAWAAKAAL
1612;16;AAL;1;UNISEX CLOTHING;AAWAAL
1612037;1612;ABK;2;Jacket;AAWAALABK
1612046;1612;ABT;2;Layete;AAWAALABT
1613;16;AAM;1;CHILDRENS CLOTHING;AAWAAM
1614;16;AAN;1;KIDS ACCESSORIES;AAWAAN
1614001;1614;AAA;2;Belt;AAWAANAAA
1614002;1614;AAB;2;Scarf;AAWAANAAB
1614003;1614;AAC;2;Gloves;AAWAANAAC
1614004;1614;AAD;2;Belts adjustable/reve;AAWAANAAD
1614005;1614;AAE;2;Belts fixed;AAWAANAAE
1614006;1614;AAF;2;Bracelets;AAWAANAAF
1614007;1614;AAG;2;Cap;AAWAANAAG
1614008;1614;AAH;2;Hat;AAWAANAAH
1614009;1614;AAI;2;Shoes;AAWAANAAI
1614010;1614;AAJ;2;Socks;AAWAANAAJ
1614015;1614;AAL;2;Umbrella;AAWAANAAL
1615;16;AAO;1;UNISEX ACCESSORIES;AAWAAO
1615001;1615;AAA;2;Belts adjustable/reve;AAWAAOAAA
1615002;1615;AAB;2;Belts fixed;AAWAAOAAB
1615003;1615;AAC;2;Bracelets;AAWAAOAAC
1615004;1615;AAD;2;Cap;AAWAAOAAD
1615005;1615;AAE;2;Gloves;AAWAAOAAE
1615006;1615;AAF;2;Hat;AAWAAOAAF
1615007;1615;AAG;2;Skarf;AAWAAOAAG
1615008;1615;AAH;2;Socks;AAWAAOAAH
1615009;1615;AAI;2;Super leger;AAWAAOAAI
1615010;1615;AAJ;2;TSA lock;AAWAAOAAJ
1615011;1615;AAK;2;Towels;AAWAAOAAK
1615012;1615;AAL;2;Umbrella;AAWAAOAAL
1615013;1615;AAM;2;Writing Instruments;AAWAAOAAM
1615014;1615;AAN;2;Shoes;AAWAAOAAN
1615015;1615;AAO;2;Lighter;AAWAAOAAO
1615016;1615;AAP;2;Tie clip;AAWAAOAAP
1616;16;AAP;1;LADIES SLG;AAWAAP
1616001;1616;AAA;2;Business card H;AAWAAPAAA
1616002;1616;AAB;2;Credit card H;AAWAAPAAB
1616003;1616;AAC;2;Pouch;AAWAAPAAC
1616004;1616;AAD;2;Id coin wallet;AAWAAPAAD
1616005;1616;AAE;2;Key holder;AAWAAPAAE
1616006;1616;AAF;2;Money clip;AAWAAPAAF
1616007;1616;AAG;2;Necessaire;AAWAAPAAG
1616008;1616;AAH;2;Organizer;AAWAAPAAH
1616009;1616;AAI;2;Passport holder;AAWAAPAAI
1616010;1616;AAJ;2;Technology case;AAWAAPAAJ
1616011;1616;AAK;2;Travel bag;AAWAAPAAK
1616012;1616;AAL;2;Wallet;AAWAAPAAL
1617;16;AAQ;1;GENTS SLG;AAWAAQ
1617001;1617;AAA;2;Business card H;AAWAAQAAA
1617002;1617;AAB;2;Credit card H;AAWAAQAAB
1617003;1617;AAC;2;Pouch;AAWAAQAAC
1617004;1617;AAD;2;Id coin wallet;AAWAAQAAD
1617005;1617;AAE;2;Key holder;AAWAAQAAE
1617006;1617;AAF;2;Money clip;AAWAAQAAF
1617007;1617;AAG;2;Necessaire;AAWAAQAAG
1617008;1617;AAH;2;Organizer;AAWAAQAAH
1617009;1617;AAI;2;Passport holder;AAWAAQAAI
1617010;1617;AAJ;2;Technology case;AAWAAQAAJ
1617011;1617;AAK;2;Travel bag;AAWAAQAAK
1617012;1617;AAL;2;Wallet;AAWAAQAAL
1618;16;AAR;1;KIDS SLG;AAWAAR
1619;16;AAS;1;UNISEX SLG;AAWAAS
1619001;1619;AAA;2;Business card H;AAWAASAAA
1619002;1619;AAB;2;Credit card H;AAWAASAAB
1619003;1619;AAC;2;Pouch;AAWAASAAC
1619004;1619;AAD;2;Id coin wallet;AAWAASAAD
1619005;1619;AAE;2;Key holder;AAWAASAAE
1619006;1619;AAF;2;Money clip;AAWAASAAF
1619007;1619;AAG;2;Necessaire;AAWAASAAG
1619008;1619;AAH;2;Organizer;AAWAASAAH
1619009;1619;AAI;2;Passport holder;AAWAASAAI
1619010;1619;AAJ;2;Technology case;AAWAASAAJ
1619011;1619;AAK;2;Travel bag;AAWAASAAK
1619012;1619;AAL;2;Wallet;AAWAASAAL
1620;16;AAT;1;KIDS LUGGAGE;AAWAAT
1621;16;AAU;1;UNISEX LUGGAGE;AAWAAU
1621001;1621;AAA;2;Carry on;AAWAAUAAA
1621002;1621;AAB;2;Carry on garment bag;AAWAAUAAB
1621003;1621;AAC;2;Duffle;AAWAAUAAC
1621004;1621;AAD;2;Jewellery roll;AAWAAUAAD
1621005;1621;AAE;2;Packing case;AAWAAUAAE
1621006;1621;AAF;2;Pet carrier;AAWAAUAAF
1621007;1621;AAG;2;Suitcase;AAWAAUAAG
1621008;1621;AAH;2;Wheeled carry on;AAWAAUAAH
1621009;1621;AAI;2;Wheeled carry on garment bag;AAWAAUAAI
1621010;1621;AAJ;2;Wheeled duffle;AAWAAUAAJ
1621011;1621;AAK;2;Wheeled suitcase;AAWAAUAAK
1621012;1621;AAL;2;Wheeled working bag;AAWAAUAAL
17;;AAY;0;SUNGLASSES;AAY
1701;17;AAA;1;Giorgio Armani;AAYAAA
1702;17;AAB;1;Burberry;AAYAAB
1703;17;AAC;1;Christian Dior;AAYAAC
1704;17;AAD;1;Emporio Armani;AAYAAD
1705;17;AAE;1;Gucci;AAYAAE
1706;17;AAF;1;Ralph;AAYAAF
1707;17;AAG;1;Diesel;AAYAAG
1708;17;AAH;1;Hugo Boss;AAYAAH
1709;17;AAI;1;Dolce & Gabbana;AAYAAI
1710;17;AAJ;1;Ray Ban;AAYAAJ
1711;17;AAK;1;Prada;AAYAAK
1712;17;AAL;1;Versace;AAYAAL
1713;17;AAM;1;Swarovski;AAYAAM
1714;17;AAN;1;Silhouette;AAYAAN
1715;17;AAO;1;D&G;AAYAAO
1716;17;AAP;1;Roberto Cavalli;AAYAAP
1717;17;AAQ;1;DKNY;AAYAAQ
1718;17;AAR;1;Donna Karan;AAYAAR
1719;17;AAS;1;Killer Loop;AAYAAS
1720;17;AAT;1;Police;AAYAAT
1721;17;AAU;1;Miu Miu;AAYAAU
1722;17;AAV;1;Moschino;AAYAAV
1723;17;AAW;1;Givenchy;AAYAAW
1724;17;AAX;1;Oakley;AAYAAX
1725;17;AAY;1;Just Cavalli;AAYAAY
1726;17;AAZ;1;Chopard;AAYAAZ
1727;17;ABA;1;Tom Ford;AAYABA
1728;17;ABB;1;Escada;AAYABB
1729;17;ABC;1;Zegna;AAYABC
1730;17;ABD;1;Loewe;AAYABD
1731;17;ABE;1;Bvlgari;AAYABE
1732;17;ABF;1;Prada Sport;AAYABF
1733;17;ABG;1;Adidas;AAYABG
1734;17;ABH;1;Etro;AAYABH
1735;17;ABI;1;Furla;AAYABI
1736;17;ABJ;1;Maui Jim;AAYABJ
1737;17;ABK;1;Persol;AAYABK
1738;17;ABL;1;Ferrari;AAYABL
1739;17;ABM;1;Pucci;AAYABM
1740;17;ABN;1;Mont Blanc;AAYABN
1741;17;ABO;1;Ray Ban Junior;AAYABO
1742;17;ABP;1;Polo;AAYABP
1743;17;ABQ;1;Versus;AAYABQ
1744;17;ABR;1;Tiffany;AAYABR
1745;17;ABS;1;Ralph Lauren;AAYABS
1746;17;ABT;1;Fendi;AAYABT
1747;17;ABU;1;Police Junior;AAYABU
1748;17;ABV;1;Carrera;AAYABV
1749;17;ABW;1;Valentino;AAYABW
1750;17;ABX;1;Ed Hardy;AAYABX
1751;17;ABY;1;Celine;AAYABY
1752;17;ABZ;1;Dsquared;AAYABZ
1753;17;ACA;1;Tod's;AAYACA
1754;17;ACB;1;Nike;AAYACB
1755;17;ACC;1;Carrera Kids;AAYACC
1756;17;ACD;1;Kenzo;AAYACD
1757;17;ACE;1;Sonia Rykiel;AAYACE
1758;17;ACF;1;Chloe;AAYACF
1759;17;ACG;1;Nina Ricci;AAYACG
1760;17;ACH;1;Galliano;AAYACH
1761;17;ACI;1;Blumarine;AAYACI
1762;17;ACJ;1;Jimmy Choo;AAYACJ
1763;17;ACK;1;Tommy Hilfiger;AAYACK
1764;17;ACL;1;Juicy Cauture;AAYACL
1765;17;ACM;1;Gucci Kids;AAYACM
1766;17;ACN;1;Carolina Herrera;AAYACN
1767;17;ACO;1;Carolina Herrera NY;AAYACO
1768;17;ACP;1;Fila;AAYACP
1769;17;ACQ;1;Dior Kids;AAYACQ
1770;17;ACR;1;Mark Jacobs;AAYACR
1771;17;ACS;1;Lacoste;AAYACS
1772;17;ACT;1;Michael Kors;AAYACT
1773;17;ACU;1;Sting;AAYACU
1774;17;ACV;1;Lozza;AAYACV
1775;17;ACW;1;Timberland;AAYACW
1776;17;ACX;1;Salvatore Ferragamo;AAYACX
1777;17;ACY;1;Christian Dior Kids;AAYACY
1778;17;ACZ;1;Tag Heuer;AAYACZ
1779;17;ADA;1;Polaroid;AAYADA
1780;17;ADB;1;Red Bull;AAYADB
1781;17;ADC;1;Cartier;AAYADC
1782;17;ADD;1;Tous;AAYADD
1783;17;ADE;1;Alexander McQueen;AAYADE
1784;17;ADF;1;Ermenegildo Zegna;AAYADF
18;;ABA;0;BLOCKED;ABA
19;;ABL;0;PACKING;ABL
1901;19;AAA;1;PACKING;ABLAAA
23;;ABF;0;LUXE JEWELLERY;ABF
2301;23;AAA;1;STEFAN HAFNER;ABFAAA
2302;23;AAB;1;ROBERTO COIN;ABFAAB
2303;23;AAC;1;NOUVELLE BAGUE;ABFAAC
2304;23;AAD;1;Pendants/Necklaces;ABFAAD
2305;23;AAE;1;Earrings;ABFAAE
2306;23;AAF;1;Bracelets;ABFAAF
2307;23;AAG;1;Rings;ABFAAG
2308;23;AAH;1;Cufflinks;ABFAAH
2309;23;AAI;1;Brooches;ABFAAI
2310;23;AAJ;1;USB;ABFAAJ
2311;23;AAK;1;Keyring;ABFAAK
2312;23;AAL;1;Money Clip;ABFAAL
2313;23;AAM;1;Writing items;ABFAAM
2314;23;AAN;1;Accessories;ABFAAN
2315;23;AAO;1;Lighter;ABFAAO
2316;23;AAP;1;Tie Bar;ABFAAP
24;;ABG;0;LUXE WATCHES;ABG
2401;24;AAA;1;Steel/Ceramics/Zirconium;ABGAAA
2402;24;AAB;1;Gold/Diamonds;ABGAAB
2403;24;AAC;1;Titanium Watches;ABGAAC
2404;24;AAD;1;Silver Watches;ABGAAD
2405;24;AAE;1;Accessories;ABGAAE
25;;ABH;0;LUXE PHONES/ACCESSORIES;ABH
2501;25;AAA;1;Luxe Mobile Phones;ABHAAA
2502;25;AAB;1;Vertu Accessories;ABHAAB
26;;ABJ;0;PROMOTIONAL GIFTS;ABJ
27;;ABK;0;CATALOGUE;ABK
97;;AAZ;0;BAR Duty Paid;AAZ
9701;97;AAA;1;Alcohol;AAZAAA
9701001;9701;AAA;2;Beers;AAZAAAAAA
9701002;9701;AAB;2;Wine;AAZAAAAAB
9701003;9701;AAC;2;Rum;AAZAAAAAC
9701004;9701;AAD;2;Whiskey;AAZAAAAAD
9701005;9701;AAE;2;Vermouth;AAZAAAAAE
9701006;9701;AAF;2;Vodka;AAZAAAAAF
9701007;9701;AAG;2;Liqueurs;AAZAAAAAG
9701008;9701;AAH;2;Cognac;AAZAAAAAH
9701009;9701;AAI;2;Gin;AAZAAAAAI
9701010;9701;AAJ;2;Tequila;AAZAAAAAJ
9701011;9701;AAK;2;Cocktail;AAZAAAAAK
9701012;9701;AAL;2;Cocktail SVO;AAZAAAAAL
9702;97;AAB;1;Soft drinks;AAZAAB
9702001;9702;AAA;2;Milk Shake;AAZAABAAA
9702002;9702;AAB;2;Juice;AAZAABAAB
9702003;9702;AAC;2;Freshly Squeezed Juices;AAZAABAAC
9702004;9702;AAD;2;Minerals;AAZAABAAD
9703;97;AAC;1;Coffee/Tea;AAZAAC
9703001;9703;AAA;2;Tea;AAZAACAAA
9703002;9703;AAB;2;Coffee Irish;AAZAACAAB
9703003;9703;AAC;2;Hot Chocolate;AAZAACAAC
9703004;9703;AAD;2;Hot Alcohol Drinks;AAZAACAAD
9703005;9703;AAE;2;Others;AAZAACAAE
9703006;9703;AAF;2;Coffee Fresh;AAZAACAAF
9703007;9703;AAG;2;Syrup;AAZAACAAG
9703008;9703;AAH;2;Sugar;AAZAACAAH
9703009;9703;AAI;2;Purchase tea;AAZAACAAI
9703010;9703;AAJ;2;Purchase coffee;AAZAACAAJ
9704;97;AAD;1;Food;AAZAAD
9704001;9704;AAA;2;Hot Dishes;AAZAADAAA
9704002;9704;AAB;2;Garnishes;AAZAADAAB
9704003;9704;AAC;2;Appetizer;AAZAADAAC
9704004;9704;AAD;2;Salads;AAZAADAAD
9704005;9704;AAE;2;Sandwich;AAZAADAAE
9704006;9704;AAF;2;Desserts;AAZAADAAF
9704007;9704;AAG;2;Fruits;AAZAADAAG
9704008;9704;AAH;2;Snacks;AAZAADAAH
9704009;9704;AAI;2;Others;AAZAADAAI
9704010;9704;AAJ;2;Milk Food;AAZAADAAJ
9704011;9704;AAK;2;Ice cream;AAZAADAAK
9704012;9704;AAL;2;Soup;AAZAADAAL
9704013;9704;AAM;2;Confectionary;AAZAADAAM
9704014;9704;AAN;2;Spices;AAZAADAAN
9704015;9704;AAO;2;Sauces;AAZAADAAO
9704016;9704;AAP;2;Ñaviar;AAZAADAAP
9704017;9704;AAQ;2;Bread;AAZAADAAQ
9705;97;AAE;1;Cigarettes;AAZAAE
9705001;9705;AAA;2;Cigarettes;AAZAAEAAA
9705002;9705;AAB;2;Others;AAZAAEAAB
9706;97;AAF;1;Chewing gum;AAZAAF
9706001;9706;AAA;2;Chewing gum;AAZAAFAAA
9707;97;AAG;1;Calculation;AAZAAG
9707001;9707;AAA;2;Alcohol;AAZAAGAAA
9707002;9707;AAB;2;Fruits;AAZAAGAAB
9707003;9707;AAC;2;Ice Cream;AAZAAGAAC
9707004;9707;AAD;2;Minerals and Juice;AAZAAGAAD
9707005;9707;AAE;2;Soup;AAZAAGAAE
9707006;9707;AAF;2;Main courses;AAZAAGAAF
9707007;9707;AAG;2;Vegetables;AAZAAGAAG
9707008;9707;AAH;2;Sauce;AAZAAGAAH
9707009;9707;AAI;2;Sandwich;AAZAAGAAI
9707010;9707;AAJ;2;Appetizer;AAZAAGAAJ
9707011;9707;AAK;2;Salads;AAZAAGAAK
9707012;9707;AAL;2;Hot Dishes;AAZAAGAAL
9707013;9707;AAM;2;Bread;AAZAAGAAM
9707014;9707;AAN;2;Others;AAZAAGAAN
9707015;9707;AAO;2;Milk Food;AAZAAGAAO
98;;AAX;0;Twins;AAX
99;;AAU;0;Bars;AAU
9901;99;AAA;1;Alcohol;AAUAAA
9901001;9901;AAA;2;Vodka;AAUAAAAAA
9901002;9901;AAB;2;Rum;AAUAAAAAB
9901003;9901;AAC;2;Tequila;AAUAAAAAC
9901004;9901;AAD;2;Whisky;AAUAAAAAD
9901005;9901;AAE;2;Cognac;AAUAAAAAE
9901006;9901;AAF;2;Gin;AAUAAAAAF
9901007;9901;AAG;2;Porto/Sherry;AAUAAAAAG
9901008;9901;AAH;2;Wine/Champagne;AAUAAAAAH
9901009;9901;AAI;2;Liqueurs/Balsams;AAUAAAAAI
9901010;9901;AAJ;2;Cocktails;AAUAAAAAJ
9901011;9901;AAK;2;Aperitifs;AAUAAAAAK
9901012;9901;AAL;2;Beers;AAUAAAAAL
9902;99;AAB;1;Soft Drinks;AAUAAB
9902001;9902;AAA;2;Milk Shake;AAUAABAAA
9902002;9902;AAB;2;Juice;AAUAABAAB
9902003;9902;AAC;2;Freshly Squeezed Juices;AAUAABAAC
9902004;9902;AAD;2;Minerals;AAUAABAAD
9902005;9902;AAE;2;Fruits coctails;AAUAABAAE
9903;99;AAC;1;Coffee/Tea;AAUAAC
9903001;9903;AAA;2;Tea;AAUAACAAA
9903002;9903;AAB;2;Coffee Irish;AAUAACAAB
9903003;9903;AAC;2;Hot Chocolate;AAUAACAAC
9903004;9903;AAD;2;Hot Alcohol Drinks;AAUAACAAD
9903005;9903;AAE;2;Others;AAUAACAAE
9903006;9903;AAF;2;Coffee Fresh;AAUAACAAF
9903007;9903;AAG;2;Syrup;AAUAACAAG
9903008;9903;AAH;2;Sugar;AAUAACAAH
9903009;9903;AAI;2;Purchase tea;AAUAACAAI
9903010;9903;AAJ;2;Purchase coffee;AAUAACAAJ
9904;99;AAD;1;Food;AAUAAD
9904001;9904;AAA;2;Hot Dishes;AAUAADAAA
9904002;9904;AAB;2;Garnishes;AAUAADAAB
9904003;9904;AAC;2;Sauces;AAUAADAAC
9904004;9904;AAD;2;Appetizer;AAUAADAAD
9904005;9904;AAE;2;Salads;AAUAADAAE
9904006;9904;AAF;2;Pie;AAUAADAAF
9904007;9904;AAG;2;Sandwich;AAUAADAAG
9904008;9904;AAH;2;Desserts;AAUAADAAH
9904009;9904;AAI;2;Fruits;AAUAADAAI
9904010;9904;AAJ;2;Snacks;AAUAADAAJ
9904011;9904;AAK;2;Others;AAUAADAAK
9904012;9904;AAL;2;Milk food;AAUAADAAL
9904013;9904;AAM;2;Ice cream;AAUAADAAM
9904014;9904;AAN;2;Bagets;AAUAADAAN
9904015;9904;AAO;2;Îðåøêè Felix;AAUAADAAO
9904016;9904;AAP;2;Soup;AAUAADAAP
9904017;9904;AAQ;2;Combo;AAUAADAAQ
9904018;9904;AAR;2;Confectionary;AAUAADAAR
9905;99;AAE;1;Cigarettes;AAUAAE
9905001;9905;AAA;2;Cigarettes;AAUAAEAAA
9905003;9905;AAC;2;Others;AAUAAEAAC
